price_chf,city,postal_code,latitude,longitude,surface_m2,num_rooms,type,is_furnished,floor,wifi_incl,charges_incl,car_park,dist_public_transport_km,proxim_hesso_km,nearest_hesso_name
287,Saxon,1907,46.145354,7.180117,17.0,1.0,room,True,1,True,False,False,0.623,16.75,HES-SO Sion
503,Fully,1926,46.140638,7.11524,29.8,1.0,room,True,4,False,False,False,0.381,21.37,HES-SO Sion
380,Sion,1950,46.229278,7.358154,17.1,1.0,room,False,0,True,False,False,0.123,0.42,HES-SO Sion
444,Martigny,1920,46.099191,7.068636,26.4,1.0,room,False,2,False,False,False,0.128,26.78,HES-SO Sion
524,Riddes,1908,46.174141,7.213484,26.9,1.0,room,True,0,False,False,True,0.383,12.92,HES-SO Sion
1393,Vétroz,1963,46.218122,7.286288,42.5,2.0,entire_home,True,3,True,False,False,0.813,5.96,HES-SO Sion
337,Fully,1926,46.134262,7.107754,17.7,1.0,room,True,2,False,True,False,0.23,22.21,HES-SO Sion
573,Conthey,1964,46.216154,7.300639,28.9,1.0,room,False,5,True,False,False,0.26,4.92,HES-SO Sion
642,Sion,1950,46.230058,7.359283,27.0,1.0,room,False,2,True,True,False,0.088,0.42,HES-SO Sion
489,Sierre,3960,46.296761,7.535321,17.5,1.0,room,True,4,True,False,False,0.108,0.54,HES-SO Sierre
641,Leuk,3953,46.316485,7.638171,28.6,1.0,room,True,0,True,False,True,0.319,6.96,HES-SO Loeche
1370,Conthey,1964,46.215931,7.296273,42.9,1.5,entire_home,True,0,False,False,False,0.232,5.26,HES-SO Sion
561,Conthey,1964,46.216241,7.298793,25.7,1.0,room,False,2,False,True,False,0.246,5.06,HES-SO Sion
554,St-Maurice,1890,46.222055,6.996422,24.4,1.0,room,True,0,True,True,True,0.59,28.25,HES-SO Sion
501,Vétroz,1963,46.217336,7.283978,18.5,1.0,room,True,0,True,True,False,0.936,6.15,HES-SO Sion
431,Martigny,1920,46.102398,7.074844,20.9,1.0,room,True,1,False,True,False,0.069,26.18,HES-SO Sion
369,St-Maurice,1890,46.220161,7.001875,24.4,1.0,room,False,2,True,False,False,0.287,27.83,HES-SO Sion
382,Saxon,1907,46.149613,7.174436,21.5,1.0,room,True,2,False,False,True,0.075,16.88,HES-SO Sion
334,Brig,3900,46.321116,7.985013,17.1,1.0,room,False,4,False,False,True,0.116,28.33,HES-SO Loeche
501,Leuk,3953,46.313839,7.634379,22.4,1.0,room,True,5,False,True,False,0.483,7.22,HES-SO Loeche
487,Sion,1950,46.228224,7.363178,17.3,1.0,room,True,0,False,True,False,0.121,0.15,HES-SO Sion
1381,Brig,3900,46.318167,7.987522,40.0,1.5,entire_home,True,2,True,False,True,0.096,28.59,HES-SO Loeche
643,Vétroz,1963,46.223029,7.286736,28.2,1.0,room,True,0,False,True,False,0.369,5.86,HES-SO Sion
298,Brig,3900,46.314732,7.98739,16.5,1.0,room,True,4,True,False,False,0.078,28.67,HES-SO Loeche
1498,St-Maurice,1890,46.220444,6.998145,59.9,2.5,entire_home,False,4,False,False,False,0.499,28.12,HES-SO Sion
1509,Brig,3900,46.314784,7.981896,52.2,3.0,entire_home,True,3,False,False,False,0.079,28.26,HES-SO Loeche
1303,Brig,3900,46.314829,7.978757,38.9,2.0,entire_home,True,2,False,False,True,0.101,28.03,HES-SO Loeche
1405,Martigny,1920,46.100299,7.071098,54.1,3.0,entire_home,False,1,False,False,False,0.076,26.55,HES-SO Sion
262,Saxon,1907,46.151796,7.174908,17.7,1.0,room,False,1,True,True,False,0.235,16.72,HES-SO Sion
1175,Fully,1926,46.13494,7.114594,33.8,1.5,entire_home,True,5,True,True,False,0.107,21.7,HES-SO Sion
599,Leuk,3953,46.313375,7.635307,29.2,1.0,room,True,3,True,True,False,0.565,7.28,HES-SO Loeche
1679,Brig,3900,46.312305,7.984677,62.8,3.0,entire_home,False,5,True,True,False,0.196,28.54,HES-SO Loeche
444,Leuk,3953,46.312119,7.634294,25.9,1.0,room,False,2,True,False,False,0.652,7.41,HES-SO Loeche
498,Visp,3930,46.28907,7.879563,29.0,1.0,room,True,3,False,False,False,0.081,21.88,HES-SO Loeche
398,Leuk,3953,46.31279,7.638593,16.0,1.0,room,True,2,True,False,False,0.424,7.37,HES-SO Loeche
590,Sierre,3960,46.293437,7.539182,26.0,1.0,room,True,0,False,False,False,0.337,0.32,HES-SO Sierre
323,Fully,1926,46.133661,7.105795,16.7,1.0,room,False,4,False,False,False,0.216,22.37,HES-SO Sion
393,Sierre,3960,46.295848,7.539792,17.5,1.0,room,False,3,False,True,False,0.066,0.54,HES-SO Sierre
535,Saxon,1907,46.153656,7.179293,23.9,1.0,room,True,4,True,False,True,0.363,16.32,HES-SO Sion
333,Martigny,1920,46.10287,7.074823,20.7,1.0,room,False,4,True,False,False,0.082,26.15,HES-SO Sion
282,Martigny,1920,46.102667,7.075794,15.1,1.0,room,False,0,False,True,False,0.02,26.1,HES-SO Sion
1102,St-Maurice,1890,46.221642,7.001108,29.9,1.5,entire_home,True,3,False,True,False,0.238,27.89,HES-SO Sion
302,Brig,3900,46.317752,7.984439,20.2,1.0,room,False,1,True,False,False,0.114,28.37,HES-SO Loeche
1469,Fully,1926,46.138006,7.109258,52.0,3.0,entire_home,True,2,False,True,False,0.382,21.91,HES-SO Sion
413,Monthey,1870,46.254981,6.950731,21.8,1.0,room,True,2,False,True,False,0.123,31.91,HES-SO Sion
1299,Brig,3900,46.315307,7.979215,46.2,3.0,entire_home,False,0,False,True,True,0.11,28.05,HES-SO Loeche
599,Visp,3930,46.29231,7.88417,28.7,1.0,room,True,0,True,True,False,0.084,22.04,HES-SO Loeche
1279,Sierre,3960,46.292869,7.538444,41.3,1.5,entire_home,False,2,False,False,False,0.336,0.24,HES-SO Sierre
1395,St-Maurice,1890,46.223411,7.005152,44.3,2.0,entire_home,False,0,True,True,True,0.154,27.57,HES-SO Sion
386,Monthey,1870,46.251931,6.944233,23.4,1.0,room,False,5,False,False,False,0.217,32.38,HES-SO Sion
367,Brig,3900,46.314217,7.980766,16.0,1.0,room,True,2,False,True,True,0.111,28.19,HES-SO Loeche
336,Sion,1950,46.232088,7.356822,18.1,1.0,room,False,2,False,False,False,0.118,0.72,HES-SO Sion
342,Saxon,1907,46.154142,7.171661,24.4,1.0,room,True,4,False,False,False,0.546,16.81,HES-SO Sion
449,Leuk,3953,46.321687,7.631914,22.1,1.0,room,False,2,True,False,False,0.275,6.34,HES-SO Loeche
333,Riddes,1908,46.171429,7.212439,21.6,1.0,room,True,1,True,False,False,0.435,13.13,HES-SO Sion
334,Martigny,1920,46.101385,7.070213,22.5,1.0,room,False,2,False,True,False,0.133,26.54,HES-SO Sion
431,Martigny,1920,46.099527,7.068841,27.9,1.0,room,False,2,True,False,False,0.116,26.74,HES-SO Sion
1520,Fully,1926,46.138922,7.111044,49.3,3.0,entire_home,True,1,False,True,True,0.423,21.74,HES-SO Sion
504,Martigny,1920,46.103576,7.07085,27.0,1.0,room,True,3,False,False,False,0.091,26.37,HES-SO Sion
585,Leuk,3953,46.313059,7.629986,27.6,1.0,room,True,4,False,False,False,0.509,7.29,HES-SO Loeche
317,Riddes,1908,46.174296,7.218204,18.8,1.0,room,True,2,False,True,False,0.179,12.58,HES-SO Sion
467,Sierre,3960,46.288061,7.540007,22.6,1.0,room,False,5,False,False,False,0.086,0.55,HES-SO Sierre
500,Conthey,1964,46.216829,7.299762,28.3,1.0,room,False,3,False,True,False,0.227,4.97,HES-SO Sion
437,Riddes,1908,46.174608,7.211526,18.6,1.0,room,True,1,True,True,False,0.541,13.03,HES-SO Sion
1424,Conthey,1964,46.213601,7.300598,44.4,2.0,entire_home,False,3,True,True,False,0.407,5.0,HES-SO Sion
1546,Leuk,3953,46.315956,7.636374,56.7,3.0,entire_home,False,4,False,True,False,0.419,7.0,HES-SO Loeche
272,Martigny,1920,46.099783,7.074338,16.3,1.0,room,True,1,True,False,False,0.293,26.37,HES-SO Sion
249,Fully,1926,46.13424,7.112407,16.3,1.0,room,False,4,False,False,False,0.091,21.89,HES-SO Sion
558,Brig,3900,46.31522,7.982879,28.4,1.0,room,False,4,True,True,False,0.057,28.32,HES-SO Loeche
286,Martigny,1920,46.100054,7.06913,20.1,1.0,room,False,1,False,True,False,0.079,26.69,HES-SO Sion
379,Leuk,3953,46.313858,7.635355,15.5,1.0,room,True,3,True,False,False,0.524,7.23,HES-SO Loeche
414,Visp,3930,46.291146,7.88311,24.4,1.0,room,False,5,True,False,True,0.131,22.02,HES-SO Loeche
521,Leuk,3953,46.321638,7.634054,27.9,1.0,room,False,2,False,False,False,0.25,6.36,HES-SO Loeche
697,Sierre,3960,46.292554,7.538559,29.2,1.0,room,True,5,False,True,False,0.341,0.24,HES-SO Sierre
411,Visp,3930,46.295807,7.884257,23.5,1.0,room,False,2,True,True,False,0.158,21.88,HES-SO Loeche
1474,Conthey,1964,46.220233,7.298669,43.2,1.5,entire_home,False,0,True,False,True,0.201,4.98,HES-SO Sion
1475,Saxon,1907,46.151913,7.173277,58.5,3.0,entire_home,False,1,False,True,False,0.281,16.82,HES-SO Sion
1706,Sierre,3960,46.294656,7.532969,55.8,2.5,entire_home,False,0,True,True,False,0.044,0.37,HES-SO Sierre
521,Martigny,1920,46.105054,7.073001,29.8,1.0,room,True,1,False,False,False,0.224,26.15,HES-SO Sion
1298,Monthey,1870,46.256524,6.948744,43.3,1.5,entire_home,True,1,False,True,False,0.222,32.08,HES-SO Sion
351,Saxon,1907,46.145669,7.178961,23.3,1.0,room,False,0,True,False,False,0.533,16.81,HES-SO Sion
516,Vétroz,1963,46.223324,7.284278,22.5,1.0,room,True,3,True,False,False,0.271,6.05,HES-SO Sion
406,Monthey,1870,46.253947,6.952373,24.0,1.0,room,False,0,False,True,False,0.081,31.77,HES-SO Sion
332,St-Maurice,1890,46.215331,7.005822,22.4,1.0,room,False,1,True,False,False,0.035,27.55,HES-SO Sion
419,Leuk,3953,46.320248,7.633947,20.7,1.0,room,False,1,False,True,False,0.1,6.51,HES-SO Loeche
464,Fully,1926,46.140983,7.114642,21.3,1.0,room,True,1,True,False,True,0.433,21.39,HES-SO Sion
1048,Visp,3930,46.292413,7.878607,29.4,2.0,entire_home,True,3,False,True,False,0.199,21.65,HES-SO Loeche
457,Monthey,1870,46.247933,6.947204,26.6,1.0,room,True,4,True,False,False,0.237,32.12,HES-SO Sion
394,St-Maurice,1890,46.221394,6.998441,20.3,1.0,room,True,0,True,True,False,0.444,28.09,HES-SO Sion
496,Visp,3930,46.293937,7.883794,25.8,1.0,room,True,2,False,True,False,0.152,21.93,HES-SO Loeche
713,Leuk,3953,46.31894,7.633777,29.3,1.0,room,True,5,True,True,False,0.062,6.66,HES-SO Loeche
550,Monthey,1870,46.248371,6.951335,26.0,1.0,room,True,0,True,True,False,0.205,31.8,HES-SO Sion
411,Sion,1950,46.228703,7.355141,17.4,1.0,room,True,3,True,False,False,0.23,0.6,HES-SO Sion
285,Fully,1926,46.1417,7.106567,15.8,1.0,room,True,5,False,False,False,0.84,21.92,HES-SO Sion
452,Brig,3900,46.319611,7.980778,20.2,1.0,room,True,0,False,True,False,0.26,28.05,HES-SO Loeche
328,Saxon,1907,46.153158,7.172354,21.2,1.0,room,True,4,False,False,False,0.428,16.82,HES-SO Sion
416,Riddes,1908,46.176479,7.220847,18.7,1.0,room,True,2,True,False,False,0.471,12.29,HES-SO Sion
1436,Sierre,3960,46.292183,7.540377,41.9,2.5,entire_home,True,3,False,False,True,0.379,0.37,HES-SO Sierre
1364,Saxon,1907,46.146128,7.17501,38.0,1.5,entire_home,True,2,True,True,True,0.33,17.04,HES-SO Sion
381,Sion,1950,46.231826,7.362987,19.7,1.0,room,False,2,False,False,False,0.106,0.54,HES-SO Sion
506,Sierre,3960,46.293305,7.535977,17.8,1.0,room,True,5,False,True,False,0.168,0.16,HES-SO Sierre
549,Martigny,1920,46.106743,7.068854,29.4,1.0,room,True,2,False,False,False,0.072,26.32,HES-SO Sion
402,Martigny,1920,46.097579,7.068162,24.9,1.0,room,False,5,True,False,False,0.095,26.9,HES-SO Sion
468,Saxon,1907,46.151807,7.171494,24.6,1.0,room,True,0,True,False,False,0.308,16.95,HES-SO Sion
519,Conthey,1964,46.217172,7.303225,25.4,1.0,room,False,0,True,False,False,0.104,4.7,HES-SO Sion
1862,Sierre,3960,46.294614,7.530894,63.6,2.5,entire_home,True,1,False,True,False,0.17,0.47,HES-SO Sierre
449,Conthey,1964,46.215601,7.299996,19.7,1.0,room,False,4,True,False,False,0.321,4.99,HES-SO Sion
625,Vétroz,1963,46.223741,7.279153,26.0,1.0,room,True,2,True,True,False,0.227,6.44,HES-SO Sion
564,Fully,1926,46.13674,7.114902,27.9,1.0,room,True,2,False,True,False,0.088,21.59,HES-SO Sion
1667,Leuk,3953,46.321159,7.632199,48.0,2.5,entire_home,True,1,True,True,True,0.213,6.4,HES-SO Loeche
394,Conthey,1964,46.221814,7.304541,20.5,1.0,room,False,3,False,False,False,0.213,4.51,HES-SO Sion
319,Conthey,1964,46.216567,7.298689,16.8,1.0,room,False,1,True,False,False,0.214,5.06,HES-SO Sion
468,Fully,1926,46.143078,7.113459,21.6,1.0,room,True,3,True,True,False,0.61,21.37,HES-SO Sion
1346,Sion,1950,46.22493,7.356964,37.7,1.5,entire_home,False,0,True,False,False,0.097,0.49,HES-SO Sion
1609,St-Maurice,1890,46.217475,6.998152,58.4,3.0,entire_home,False,0,True,True,False,0.325,28.13,HES-SO Sion
1775,Sierre,3960,46.287339,7.532915,62.1,3.0,entire_home,False,1,False,True,False,0.124,0.55,HES-SO Sierre
545,Conthey,1964,46.213335,7.3032,21.9,1.0,room,True,1,False,True,False,0.341,4.82,HES-SO Sion
321,Monthey,1870,46.255509,6.95286,15.3,1.0,room,False,4,False,False,False,0.145,31.75,HES-SO Sion
709,Sierre,3960,46.296336,7.531961,27.0,1.0,room,True,5,True,True,False,0.16,0.57,HES-SO Sierre
407,Fully,1926,46.13624,7.106907,20.3,1.0,room,True,5,False,False,False,0.403,22.16,HES-SO Sion
544,Sierre,3960,46.287804,7.538676,19.1,1.0,room,True,0,True,False,True,0.069,0.51,HES-SO Sierre
490,St-Maurice,1890,46.216882,6.999657,26.5,1.0,room,False,0,False,True,True,0.193,28.02,HES-SO Sion
526,Leuk,3953,46.320546,7.63456,26.0,1.0,room,True,0,False,True,False,0.153,6.48,HES-SO Loeche
383,Visp,3930,46.289215,7.879217,16.7,1.0,room,True,5,True,True,False,0.108,21.85,HES-SO Loeche
438,Brig,3900,46.318563,7.987676,25.7,1.0,room,False,4,True,True,False,0.057,28.59,HES-SO Loeche
292,Martigny,1920,46.106025,7.071734,15.6,1.0,room,False,0,True,True,False,0.173,26.17,HES-SO Sion
1365,Sion,1950,46.22428,7.359239,43.1,3.0,entire_home,False,2,True,False,False,0.146,0.39,HES-SO Sion
536,Visp,3930,46.291539,7.887683,29.2,1.0,room,False,4,True,True,False,0.1,22.32,HES-SO Loeche
546,Vétroz,1963,46.219458,7.280951,29.7,1.0,room,False,5,True,True,False,0.722,6.35,HES-SO Sion
423,Visp,3930,46.292192,7.885027,24.0,1.0,room,True,5,True,False,False,0.068,22.1,HES-SO Loeche
454,Brig,3900,46.316497,7.986114,29.9,1.0,room,False,2,False,False,False,0.13,28.53,HES-SO Loeche
1462,Brig,3900,46.317671,7.978593,50.0,2.5,entire_home,True,4,False,False,False,0.315,27.94,HES-SO Loeche
437,Martigny,1920,46.10674,7.068301,22.7,1.0,room,False,1,True,True,False,0.114,26.36,HES-SO Sion
1058,Riddes,1908,46.171384,7.220652,28.8,2.0,entire_home,True,0,True,False,False,0.073,12.57,HES-SO Sion
450,St-Maurice,1890,46.217988,7.002016,26.7,1.0,room,False,5,True,True,False,0.18,27.83,HES-SO Sion
535,Riddes,1908,46.176316,7.216222,27.0,1.0,room,False,5,True,True,True,0.43,12.62,HES-SO Sion
531,Vétroz,1963,46.219188,7.283264,26.4,1.0,room,True,5,True,False,False,0.733,6.17,HES-SO Sion
565,Riddes,1908,46.175943,7.214536,29.9,1.0,room,True,2,True,False,False,0.457,12.75,HES-SO Sion
318,Brig,3900,46.318745,7.984921,18.4,1.0,room,False,0,False,False,True,0.109,28.38,HES-SO Loeche
370,Visp,3930,46.295324,7.882969,23.9,1.0,room,False,5,False,True,False,0.097,21.81,HES-SO Loeche
532,Conthey,1964,46.218936,7.304288,20.9,1.0,room,True,2,True,False,False,0.087,4.58,HES-SO Sion
297,St-Maurice,1890,46.217345,6.997877,16.9,1.0,room,False,0,True,True,False,0.34,28.15,HES-SO Sion
462,Riddes,1908,46.177175,7.213509,29.0,1.0,room,False,2,True,False,False,0.614,12.76,HES-SO Sion
282,Martigny,1920,46.100468,7.070495,16.3,1.0,room,True,3,False,False,True,0.042,26.58,HES-SO Sion
523,Martigny,1920,46.099495,7.067978,25.9,1.0,room,True,1,True,True,False,0.072,26.8,HES-SO Sion
373,St-Maurice,1890,46.218597,6.997763,23.0,1.0,room,False,4,False,False,True,0.413,28.16,HES-SO Sion
307,Fully,1926,46.140987,7.111481,16.1,1.0,room,True,0,True,False,True,0.584,21.61,HES-SO Sion
1245,Sion,1950,46.225549,7.356687,29.0,1.5,entire_home,False,4,True,False,True,0.13,0.48,HES-SO Sion
555,Sierre,3960,46.29237,7.539581,27.4,1.0,room,False,1,True,False,False,0.358,0.31,HES-SO Sierre
417,Visp,3930,46.294073,7.882942,23.2,1.0,room,False,4,True,True,False,0.091,21.87,HES-SO Loeche
587,Conthey,1964,46.21922,7.3023,27.0,1.0,room,False,3,False,True,True,0.108,4.72,HES-SO Sion
565,Leuk,3953,46.317718,7.637399,27.8,1.0,room,False,2,True,False,True,0.21,6.82,HES-SO Loeche
316,Saxon,1907,46.150651,7.175103,18.6,1.0,room,True,4,True,False,False,0.183,16.77,HES-SO Sion
354,Fully,1926,46.141538,7.108784,25.2,1.0,room,False,2,False,True,False,0.751,21.77,HES-SO Sion
525,Leuk,3953,46.313849,7.637855,28.2,1.0,room,False,1,True,False,False,0.518,7.25,HES-SO Loeche
402,Monthey,1870,46.249262,6.946286,22.0,1.0,room,True,1,True,False,False,0.152,32.2,HES-SO Sion
423,Leuk,3953,46.321707,7.634897,26.2,1.0,room,False,1,False,False,False,0.278,6.36,HES-SO Loeche
1345,Martigny,1920,46.101763,7.06809,41.9,1.5,entire_home,True,5,True,False,True,0.191,26.66,HES-SO Sion
325,Visp,3930,46.297722,7.886685,17.9,1.0,room,False,4,True,False,False,0.311,21.96,HES-SO Loeche
420,Saxon,1907,46.145879,7.17625,24.3,1.0,room,True,0,True,False,False,0.389,16.97,HES-SO Sion
494,Conthey,1964,46.215261,7.297762,20.7,1.0,room,True,4,False,True,False,0.311,5.16,HES-SO Sion
1334,Visp,3930,46.293666,7.884427,41.3,1.5,entire_home,True,5,True,False,False,0.186,21.99,HES-SO Loeche
339,Brig,3900,46.320479,7.980941,20.9,1.0,room,False,5,True,True,False,0.268,28.04,HES-SO Loeche
487,Visp,3930,46.294182,7.885408,26.3,1.0,room,False,5,False,True,True,0.097,22.03,HES-SO Loeche
312,Fully,1926,46.142308,7.11467,16.0,1.0,room,False,2,False,False,False,0.486,21.32,HES-SO Sion
303,St-Maurice,1890,46.221249,7.005825,17.5,1.0,room,False,3,False,False,False,0.175,27.52,HES-SO Sion
310,Leuk,3953,46.31805,7.629893,20.2,1.0,room,False,1,False,False,False,0.111,6.74,HES-SO Loeche
361,Conthey,1964,46.219915,7.295656,16.1,1.0,room,False,1,True,True,False,0.233,5.22,HES-SO Sion
284,Martigny,1920,46.10537,7.069795,15.4,1.0,room,False,2,True,False,False,0.157,26.34,HES-SO Sion
509,Fully,1926,46.138151,7.112054,27.3,1.0,room,True,2,True,False,False,0.33,21.71,HES-SO Sion
443,Fully,1926,46.134876,7.114405,29.2,1.0,room,False,2,False,True,False,0.092,21.72,HES-SO Sion
341,Monthey,1870,46.25449,6.950489,21.8,1.0,room,False,4,True,True,False,0.088,31.92,HES-SO Sion
321,Riddes,1908,46.177149,7.219871,16.2,1.0,room,True,5,False,False,False,0.514,12.32,HES-SO Sion
399,Riddes,1908,46.177171,7.218122,18.5,1.0,room,True,2,True,True,False,0.499,12.44,HES-SO Sion
1666,Vétroz,1963,46.225051,7.281055,63.6,2.5,entire_home,False,4,False,False,False,0.213,6.29,HES-SO Sion
1583,Martigny,1920,46.101667,7.074072,56.0,3.0,entire_home,True,5,True,False,False,0.157,26.27,HES-SO Sion
453,Vétroz,1963,46.223091,7.280985,19.7,1.0,room,True,1,False,False,False,0.351,6.3,HES-SO Sion
1731,Monthey,1870,46.249611,6.950711,62.4,2.5,entire_home,True,1,True,True,False,0.218,31.86,HES-SO Sion
553,Riddes,1908,46.176073,7.2194,28.0,1.0,room,False,2,True,True,False,0.389,12.41,HES-SO Sion
563,Monthey,1870,46.249594,6.947786,29.5,1.0,room,True,5,True,False,False,0.047,32.09,HES-SO Sion
316,Martigny,1920,46.103863,7.073683,23.0,1.0,room,False,2,False,True,False,0.2,26.17,HES-SO Sion
545,Conthey,1964,46.213811,7.295976,27.0,1.0,room,False,3,True,False,False,0.468,5.34,HES-SO Sion
314,Martigny,1920,46.100553,7.074742,22.2,1.0,room,False,5,False,False,False,0.228,26.3,HES-SO Sion
1155,Fully,1926,46.141612,7.110405,38.2,1.5,entire_home,False,5,True,True,False,0.69,21.65,HES-SO Sion
1238,Leuk,3953,46.317298,7.633131,31.4,2.0,entire_home,True,0,True,False,False,0.155,6.83,HES-SO Loeche
367,Vétroz,1963,46.225928,7.287866,17.4,1.0,room,True,5,True,False,False,0.129,5.76,HES-SO Sion
575,Visp,3930,46.291134,7.87918,27.0,1.0,room,True,2,True,True,False,0.265,21.75,HES-SO Loeche
432,Riddes,1908,46.175298,7.212594,29.8,1.0,room,False,0,False,False,False,0.511,12.92,HES-SO Sion
506,Leuk,3953,46.312047,7.634338,24.0,1.0,room,True,2,False,True,True,0.661,7.42,HES-SO Loeche
632,Sion,1950,46.228867,7.355988,25.4,1.0,room,False,0,False,True,True,0.21,0.54,HES-SO Sion
1345,Conthey,1964,46.217887,7.29667,43.6,2.5,entire_home,False,3,False,False,False,0.016,5.18,HES-SO Sion
1859,Saxon,1907,46.154355,7.173727,64.7,2.5,entire_home,True,5,True,False,True,0.503,16.66,HES-SO Sion
466,Martigny,1920,46.104272,7.068612,23.4,1.0,room,True,1,True,False,False,0.209,26.48,HES-SO Sion
465,Riddes,1908,46.167874,7.220065,19.9,1.0,room,True,1,True,True,False,0.374,12.81,HES-SO Sion
401,Sion,1950,46.223082,7.354658,16.2,1.0,room,True,4,False,False,False,0.186,0.75,HES-SO Sion
324,Martigny,1920,46.103952,7.073603,16.2,1.0,room,True,5,False,True,False,0.2,26.17,HES-SO Sion
645,Sierre,3960,46.292016,7.536777,27.3,1.0,room,True,1,False,True,False,0.261,0.09,HES-SO Sierre
325,Riddes,1908,46.17013,7.216531,17.5,1.0,room,False,0,False,True,True,0.284,12.92,HES-SO Sion
515,Fully,1926,46.142204,7.112582,24.2,1.0,room,True,0,True,True,False,0.626,21.47,HES-SO Sion
717,Sierre,3960,46.295252,7.53729,25.6,1.0,room,True,1,True,True,False,0.198,0.39,HES-SO Sierre
421,Saxon,1907,46.146712,7.180187,24.2,1.0,room,False,2,True,True,False,0.485,16.67,HES-SO Sion
690,Sion,1950,46.231122,7.357102,28.4,1.0,room,False,3,True,True,False,0.037,0.62,HES-SO Sion
442,Sion,1950,46.222697,7.354884,22.2,1.0,room,False,0,False,False,False,0.194,0.76,HES-SO Sion
1033,Monthey,1870,46.255785,6.94453,30.8,2.0,entire_home,True,5,False,False,False,0.064,32.39,HES-SO Sion
540,Monthey,1870,46.255357,6.950499,28.1,1.0,room,False,1,True,True,True,0.168,31.93,HES-SO Sion
269,St-Maurice,1890,46.214986,7.005525,19.9,1.0,room,False,5,False,False,False,0.056,27.57,HES-SO Sion
1291,Leuk,3953,46.319792,7.635114,41.4,2.0,entire_home,False,2,False,True,False,0.138,6.57,HES-SO Loeche
303,Fully,1926,46.13356,7.108316,17.4,1.0,room,True,5,False,True,False,0.178,22.2,HES-SO Sion
612,St-Maurice,1890,46.216886,6.999557,29.9,1.0,room,False,0,True,True,True,0.201,28.02,HES-SO Sion
440,Visp,3930,46.293056,7.883293,22.4,1.0,room,True,3,True,False,False,0.139,21.94,HES-SO Loeche
269,Brig,3900,46.321401,7.978804,16.1,1.0,room,False,0,False,True,True,0.313,27.85,HES-SO Loeche
1595,Fully,1926,46.141113,7.110181,61.0,3.0,entire_home,False,0,True,False,False,0.66,21.69,HES-SO Sion
663,Sion,1950,46.223626,7.357623,26.1,1.0,room,True,3,True,False,False,0.079,0.53,HES-SO Sion
1695,Conthey,1964,46.214069,7.301715,55.7,2.5,entire_home,True,3,True,False,True,0.313,4.91,HES-SO Sion
533,Riddes,1908,46.173698,7.216031,25.9,1.0,room,False,3,True,True,False,0.193,12.76,HES-SO Sion
534,Martigny,1920,46.097022,7.070851,28.1,1.0,room,False,1,False,True,True,0.133,26.76,HES-SO Sion
515,Visp,3930,46.292924,7.886818,29.9,1.0,room,False,1,True,False,False,0.164,22.19,HES-SO Loeche
539,Martigny,1920,46.098207,7.075822,28.7,1.0,room,True,3,False,True,False,0.104,26.37,HES-SO Sion
524,Sion,1950,46.231866,7.361875,27.5,1.0,room,False,0,False,True,False,0.047,0.54,HES-SO Sion
1597,Sion,1950,46.227904,7.353986,43.3,3.0,entire_home,True,3,True,True,True,0.282,0.66,HES-SO Sion
334,Saxon,1907,46.150405,7.179127,22.4,1.0,room,False,5,False,True,False,0.131,16.52,HES-SO Sion
323,Brig,3900,46.321405,7.982828,16.5,1.0,room,False,4,False,False,False,0.229,28.15,HES-SO Loeche
319,Conthey,1964,46.218326,7.297009,20.4,1.0,room,False,1,False,True,False,0.041,5.14,HES-SO Sion
311,Saxon,1907,46.154152,7.172078,16.4,1.0,room,False,0,True,False,False,0.54,16.78,HES-SO Sion
351,Vétroz,1963,46.222706,7.284672,18.9,1.0,room,False,4,False,True,False,0.343,6.02,HES-SO Sion
310,Sion,1950,46.226409,7.354031,15.1,1.0,room,False,0,True,False,False,0.25,0.66,HES-SO Sion
594,Visp,3930,46.296394,7.885506,29.5,1.0,room,True,2,False,False,True,0.16,21.94,HES-SO Loeche
451,Saxon,1907,46.151795,7.178948,28.3,1.0,room,False,5,True,False,False,0.172,16.45,HES-SO Sion
1608,Sion,1950,46.231865,7.357376,48.4,2.5,entire_home,True,5,True,False,True,0.108,0.67,HES-SO Sion
319,Riddes,1908,46.176104,7.215731,17.2,1.0,room,False,4,True,True,False,0.423,12.66,HES-SO Sion
1205,Visp,3930,46.297835,7.879345,40.0,1.5,entire_home,False,5,True,False,True,0.08,21.44,HES-SO Loeche
251,Monthey,1870,46.248301,6.94944,17.5,1.0,room,False,0,False,True,True,0.222,31.95,HES-SO Sion
401,Brig,3900,46.317669,7.986037,23.0,1.0,room,False,0,False,False,True,0.116,28.49,HES-SO Loeche
553,St-Maurice,1890,46.217579,6.9983,27.7,1.0,room,True,3,True,False,False,0.319,28.12,HES-SO Sion
369,Leuk,3953,46.312919,7.631212,23.4,1.0,room,False,2,False,False,False,0.517,7.31,HES-SO Loeche
291,Riddes,1908,46.173683,7.216049,16.7,1.0,room,True,1,True,False,False,0.191,12.76,HES-SO Sion
1355,Saxon,1907,46.150537,7.176511,44.5,2.5,entire_home,False,2,True,False,True,0.075,16.69,HES-SO Sion
1467,St-Maurice,1890,46.217228,7.005213,47.9,2.5,entire_home,False,0,False,True,True,0.056,27.59,HES-SO Sion
1236,Saxon,1907,46.146325,7.175439,34.8,2.0,entire_home,True,1,True,True,False,0.318,17.0,HES-SO Sion
